stop_id,stop_code,stop_name,stop_lat,stop_lon,routes,district_id,patterns,municipality_id
010001,,Rua Carlos Manuel Rodrigues Francisco ( Escola ),38.754244,-8.959557,"{4001_0, 4002_0}",15,"{4001_0_3, 4002_0_3}",1502
010002,,Rua Carlos M. Francisco 229 ( Escola Monte Novo ),38.754572,-8.959615,"{4001_0, 4002_0}",15,"{4001_0_3, 4002_0_3}",1502
010005,,Alcochete ( Rua Ciprião Figueiredo ),38.754175,-8.961806,"{4001_0, 4002_0}",15,"{4001_0_3, 4002_0_3}",1502
010007,,Alcochete ( Rua Leite Cunha ) Biblioteca,38.753196,-8.963687,"{4001_0, 4002_0}",15,"{4001_0_3, 4002_0_3}",1502
010008,,Alcochete ( Rua Leite Cunha ) Biblioteca,38.753271,-8.963504,"{4001_0, 4002_0}",15,"{4001_0_3, 4002_0_3}",1502
010009,,Alcochete ( Avenida Restauração ) Escola Básica Manuel Primeiro,38.750706,-8.962749,"{4001_0, 4002_0, 4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4001_0_3, 4002_0_3, 4501_0_1, 4501_1_1, 4504_0_2, 4512_0_1, 4512_1_1, 4513_0_1, 4600_0_1, 4600_1_1, 4702_0_1}",1502
010010,,Alcochete ( Avenida Restauração ) Escola Básica Manuel Primeiro,38.751002,-8.962783,"{4001_0, 4002_0, 4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4001_0_3, 4002_0_3, 4501_0_2, 4501_1_2, 4504_0_1, 4512_0_2, 4512_1_2, 4513_0_2, 4600_0_2, 4600_1_2, 4702_0_2}",1502
010011,,Alcochete ( Rua José Grilo Evangelista ),38.748855,-8.962159,"{4001_0, 4002_0}",15,"{4001_0_3, 4002_0_3}",1502
010012,,Alcochete ( Rua José Grilo Evangelista ),38.748866,-8.961929,"{4001_0, 4002_0}",15,"{4001_0_3, 4002_0_3}",1502
010013,,Alcochete ( Rua Cooperação 27 ),38.748733,-8.966155,{4001_0},15,{4001_0_3},1502
010014,,Alcochete ( Rua Cooperação 27 ),38.7487,-8.965973,{4001_0},15,{4001_0_3},1502
010015,,Alcochete ( Rua Liberdade ) Escola Valbom,38.748758,-8.967106,{4001_0},15,{4001_0_3},1502
010016,,Alcochete ( Rua Liberdade ) Escola Valbom,38.749364,-8.966956,{4001_0},15,{4001_0_3},1502
010017,,Alcochete ( Avenida Dom Manuel Primeiro 25 ),38.750122,-8.96804,{4001_0},15,{4001_0_3},1502
010018,,Alcochete ( Avenida Dom Manuel Primeiro 25 ),38.749981,-8.967987,{4001_0},15,{4001_0_3},1502
010019,,Álcochete ( Avenida Infante Dom João ) Praia Moinhos,38.748365,-8.970791,{4001_0},15,{4001_0_3},1502
010021,,Passeio Caravelas ( Fórum Alcochete ),38.746655,-8.971506,{4001_0},15,{4001_0_3},1502
010023,,Alcochete ( Rua 25 De Abril Número 8 ),38.747993,-8.969371,{4001_0},15,{4001_0_3},1502
010025,,Alcochete ( Rua Maria Teresa Noronha ),38.75266,-8.961294,"{4001_0, 4002_0}",15,"{4001_0_3, 4002_0_3}",1502
010027,,Alcochete ( Rua Carlos M Rodrigo Francisco 408 ),38.753259,-8.95813,{4001_0},15,{4001_0_3},1502
010028,,Alcochete ( Rua Carlos M Rodrigo Francisco 408 ),38.753307,-8.958037,{4001_0},15,{4001_0_3},1502
010029,,Alcochete ( Rua Láparo ) Supermercado,38.751255,-8.956741,{4001_0},15,{4001_0_3},1502
010030,,Alcochete ( Rua Láparo ) Supermercado,38.751242,-8.956625,{4001_0},15,{4001_0_3},1502
010031,,Alcochete ( Rua Láparo ) Estaleiro Municipal,38.749842,-8.953465,{4001_0},15,{4001_0_3},1502
010032,,Alcochete ( Rua Láparo ) Estaleiro Municipal,38.749911,-8.953472,{4001_0},15,{4001_0_3},1502
010033,,Alcochete ( Cruzamento Entre ( Rua Láparo ) E Rua Bracieira ),38.748189,-8.951511,{4001_0},15,{4001_0_3},1502
010034,,Alcochete ( Cruzamento Entre ( Rua Láparo ) E Rua Bracieira ),38.748278,-8.951503,{4001_0},15,{4001_0_3},1502
010035,,Alcochete ( Lagoa Láparo ),38.746343,-8.948745,{4001_0},15,{4001_0_3},1502
010036,,Alcochete ( Lagoa Láparo ),38.745936,-8.948375,{4001_0},15,{4001_0_3},1502
010037,,Parque Industrial Batel ( Rua Alfazemas ),38.745522,-8.94605,{4001_0},15,{4001_0_3},1502
010038,,Parque Industrial Batel ( Rua Alfazemas ),38.745434,-8.945954,{4001_0},15,{4001_0_3},1502
010039,,Rua Dos Damascos,38.748707,-8.945941,{4001_0},15,{4001_0_3},1502
010040,,Rua Dos Damascos,38.748758,-8.945841,{4001_0},15,{4001_0_3},1502
010041,,Quebradas ( Supermercado ),38.751652,-8.94458,{4001_0},15,{4001_0_3},1502
010043,,Alcochete ( Avenida Barris ) Centro Saúde,38.748435,-8.964307,{4002_0},15,{4002_0_3},1502
010045,,Avenida Dos Barris - Parque Desportivo Do Valbom ( Rotunda ),38.745904,-8.96679,{4002_0},15,{4002_0_3},1502
010047,,Rua Vale Figueira ( Casas Novas ),38.740462,-8.960715,{4002_0},15,{4002_0_3},1502
010048,,Rua Vale Figueira ( Casas Novas ),38.74049,-8.960615,{4002_0},15,{4002_0_3},1502
010049,,Estrada Lagoa Da Cheia Agropecuária,38.735205,-8.956538,{4002_0},15,{4002_0_3},1502
010050,,Estrada Lagoa Da Cheia Agropecuária,38.735227,-8.956456,{4002_0},15,{4002_0_3},1502
010051,,Estrada Lagoa Da Cheia 610,38.732272,-8.954484,{4002_0},15,{4002_0_3},1502
010052,,Estrada Lagoa Da Cheia 610,38.732396,-8.954452,{4002_0},15,{4002_0_3},1502
010053,,Estrada Dos Mal-me-queres 316,38.731476,-8.956327,{4002_0},15,{4002_0_3},1502
010054,,Estrada Dos Mal-me-queres 316,38.731377,-8.956669,{4002_0},15,{4002_0_3},1502
010055,,Rua Futebol Clube São Francisco ( Cercal ),38.732838,-8.960893,"{4002_0, 4702_0}",15,"{4002_0_3, 4702_0_1}",1502
010056,,Rua Futebol Clube São Francisco ( Cercal ),38.732718,-8.960852,"{4002_0, 4702_0}",15,"{4002_0_3, 4702_0_2}",1502
010057,,Cruzamento Entre ( Rua Futebol Clube São Francisco ) E Rua António Aleixo - Um,38.732284,-8.970956,"{4002_0, 4702_0}",15,"{4002_0_3, 4702_0_2}",1502
010058,,Cruzamento Entre ( Rua Futebol Clube São Francisco ) E Rua António Aleixo - Um,38.732255,-8.970549,"{4002_0, 4702_0}",15,"{4002_0_3, 4702_0_1}",1502
010059,,São Francisco ( Estrada Nacional 119 31 ),38.732385,-8.972425,"{4002_0, 4501_0, 4501_1, 4512_0, 4512_1, 4513_0, 4600_1, 4702_0}",15,"{4002_0_3, 4501_0_1, 4501_1_1, 4512_0_1, 4512_1_1, 4513_0_1, 4600_1_1, 4702_0_1}",1502
010061,,São Francisco ( Praça Das Aves Do Tejo ),38.731198,-8.973869,"{4002_0, 4702_0}",15,"{4002_0_3, 4702_0_2}",1502
010062,,São Francisco ( Praça Das Aves Do Tejo ),38.731293,-8.97383,"{4002_0, 4702_0}",15,"{4002_0_3, 4702_0_1}",1502
010063,,Avenida Corvo Marinho Urbanização Villas Do Duque,38.728616,-8.973287,"{4002_0, 4512_0, 4512_1, 4513_0, 4600_1}",15,"{4002_0_3, 4512_0_1, 4512_1_1, 4513_0_1, 4600_1_1}",1502
010064,,Urbanização Villas Do Duque ( Frente Espaço Comercial ),38.728807,-8.973181,"{4002_0, 4512_0, 4512_1, 4513_0, 4600_1, 4702_0}",15,"{4002_0_3, 4512_0_2, 4512_1_2, 4513_0_2, 4600_1_2, 4702_0_1, 4702_0_2}",1502
010066,,São Francisco ( Estrada Nacional 119 114 ),38.731723,-8.972361,"{4002_0, 4501_0, 4501_1, 4512_0, 4512_1, 4513_0, 4600_1, 4702_0}",15,"{4002_0_3, 4501_0_2, 4501_1_2, 4512_0_2, 4512_1_2, 4513_0_2, 4600_1_2, 4702_0_2}",1502
010067,,Rua Futebol Clube São Francisco ( Vila Azul ),38.731588,-8.965834,"{4002_0, 4702_0}",15,"{4002_0_3, 4702_0_2}",1502
010068,,Rua Futebol Clube São Francisco ( Vila Azul ),38.731771,-8.966098,"{4002_0, 4702_0}",15,"{4002_0_3, 4702_0_1}",1502
010069,,Avenida Dos Barris ( Parque Desportivo Do Valbom ),38.745981,-8.966255,{4002_0},15,{4002_0_3},1502
010071,,Avenida Dos Barris ( Escola Secundária ),38.74789,-8.964495,{4002_0},15,{4002_0_3},1502
010073,,Alcochete ( Avenida Revolução 43 ),38.752857,-8.960447,{},15,{},1502
010075,,Estrada Do Brejo Comprido 4307,38.688647,-8.914773,"{4205_0, 4503_0}",15,"{4205_0_1, 4503_0_2}",1502
010077,,Caminho Municipal 1123 ( Quinta Da Flor ),38.69541,-8.916467,"{4205_0, 4503_0}",15,"{4205_0_1, 4503_0_2}",1502
010079,,Alcochete ( Avenida Revolução 86 ),38.753276,-8.960039,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_1, 4501_1_1, 4504_0_2, 4512_0_1, 4512_1_1, 4513_0_1, 4600_0_1, 4600_1_1, 4702_0_1}",1502
010080,,Alcochete ( Avenida Revolução 86 ),38.753388,-8.959593,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_2, 4501_1_2, 4504_0_1, 4512_0_2, 4512_1_2, 4513_0_2, 4600_0_2, 4600_1_2, 4702_0_2}",1502
010081,,Cruzamento Entre ( Rua Do Salineiro ) E Rua Capitão Salgueiro Maia,38.74924,-8.965488,"{4501_0, 4501_1, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_1, 4501_1_1, 4512_0_1, 4512_1_1, 4513_0_1, 4600_0_1, 4600_1_1, 4702_0_1}",1502
010082,,Alcochete ( Rua Salineiro 99 ),38.749071,-8.965811,"{4501_0, 4501_1, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_2, 4501_1_2, 4512_0_2, 4512_1_2, 4513_0_2, 4600_0_2, 4600_1_2, 4702_0_2}",1502
010083,,Valbom ( Rua Cerradinho Praia ),38.745965,-8.968585,"{4501_0, 4501_1, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_2, 4501_1_2, 4512_0_2, 4512_1_2, 4513_0_2, 4600_0_2, 4600_1_2, 4702_0_2}",1502
010084,,Valbom ( Rua Cerradinho Praia ),38.746213,-8.968874,"{4501_0, 4501_1, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_1, 4501_1_1, 4512_0_1, 4512_1_1, 4513_0_1, 4600_0_1, 4600_1_1, 4702_0_1}",1502
010085,,Avenida Dom João Segundo,38.739188,-8.970525,"{4501_0, 4501_1, 4512_0, 4512_1, 4513_0, 4600_1}",15,"{4501_0_1, 4501_1_1, 4512_0_1, 4512_1_1, 4513_0_1, 4600_1_1}",1502
010086,,Cruzamento Entre ( Avenida Dom João Segundo ) E Rua Do Cercal,38.739504,-8.97034,"{4501_0, 4501_1, 4512_0, 4512_1, 4513_0, 4600_1}",15,"{4501_0_2, 4501_1_2, 4512_0_2, 4512_1_2, 4513_0_2, 4600_1_2}",1502
010087,,Rua Da Sociedade 95,38.731976,-8.975904,"{4501_0, 4501_1}",15,"{4501_0_2, 4501_1_2}",1502
010088,,Rua Da Sociedade 95,38.732086,-8.975856,"{4501_0, 4501_1}",15,"{4501_0_1, 4501_1_1}",1502
010089,,Cruzamento Entre ( Estrada Municipal 501 ) E Rua Da Pachêca,38.735989,-8.981469,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_1, 4501_1_1, 4600_0_1}",1502
010090,,Cruzamento Entre ( Quinta Pachêca ( Estrada Municipal 501 ) ) E Rua Pachêca,38.735783,-8.981473,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_2, 4501_1_2, 4600_0_2}",1502
010091,,Estrada Municipal 501 ( Viaduto Ponte Vasco Da Gama ) - Estaçaão Serviço,38.728153,-8.991644,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_1, 4501_1_1, 4600_0_1}",1502
010092,,Estrada Municipal 501 ( Viaduto Ponte Vasco Da Gama ) - Estaçaão Serviço,38.728098,-8.991504,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_2, 4501_1_2, 4600_0_2}",1502
010093,,Sá-mouco ( Estrada Municipal 501 ) Porto Velho Fábrica Bolos,38.72337,-8.994983,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_1, 4501_1_1, 4600_0_1}",1502
010094,,Sá-mouco ( Estrada Municipal 501 ) Porto Velho Fábrica Bolos,38.723261,-8.994897,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_2, 4501_1_2, 4600_0_2}",1502
010095,,Sá-mouco ( Estrada Municipal 501 ) Bairro Novo 210,38.722196,-8.998414,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_1, 4501_1_1, 4600_0_1}",1502
010096,,Sá-mouco ( Estrada Municipal 501 ) Bairro Novo 210,38.722084,-8.998532,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_2, 4501_1_2, 4600_0_2}",1502
010097,,Sá-mouco ( Estrada Municipal 501 46 ),38.721525,-9.000315,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_1, 4501_1_1, 4600_0_1}",1502
010098,,Sá-mouco ( Estrada Municipal 501 46 ),38.721444,-9.000258,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_2, 4501_1_2, 4600_0_2}",1502
010107,,Alcochete ( Estrada Municipal 502 ) Vila Sol,38.744593,-8.957867,{4504_0},15,{4504_0_2},1502
010108,,Alcochete ( Estrada Municipal 502 ) Vila Sol,38.744518,-8.95768,{4504_0},15,{4504_0_1},1502
010109,,Estrada Municipal 502 ( Armazens ),38.72658,-8.939894,{4504_0},15,{4504_0_2},1502
010110,,Estrada Municipal 502 ( Armazens ),38.726712,-8.939746,{4504_0},15,{4504_0_1},1502
010111,,Fonte Senhora ( Rua Hortas 17 ),38.710779,-8.920074,{4504_0},15,{4504_0_2},1502
010112,,Fonte Senhora ( Rua Hortas 17 ),38.710717,-8.920006,"{4504_0, 4514_0, 4514_3}",15,"{4504_0_1, 4514_0_2, 4514_3_2}",1502
010113,,Fonte Senhora ( Rua António Rodrigues Dias ) Fonte,38.711488,-8.917419,"{4504_0, 4514_0, 4514_3}",15,"{4504_0_1, 4514_0_2, 4514_3_2}",1502
010114,,Fonte Senhora ( Rua António Rodrigues Dias ) Fonte,38.711492,-8.917189,{4504_0},15,{4504_0_2},1502
010115,,Cruzamento Entre ( Rua António Rodrigues Dias ) E Estrada Nacional 4 ( Quinta Morgado ),38.707531,-8.914769,"{4504_0, 4514_0, 4514_3}",15,"{4504_0_1, 4514_0_2, 4514_3_2}",1502
010116,,Cruzamento Entre ( Rua António Rodrigues Dias ) E Estrada Nacional 4 ( Quinta Morgado ),38.707325,-8.914608,{4504_0},15,{4504_0_2},1502
010117,,Estrada Nacional 4 ( Vivenda Maricato ),38.707245,-8.911405,"{4504_0, 4514_0, 4514_1, 4514_3, 4515_0}",15,"{4504_0_2, 4514_0_1, 4514_1_1, 4514_3_1, 4515_0_2}",1502
010118,,Estrada Nacional 4 ( Vivenda Maricato ),38.707276,-8.910207,"{4504_0, 4514_0, 4514_3, 4515_0}",15,"{4504_0_1, 4514_0_2, 4514_3_2, 4515_0_1}",1502
010119,,Estrada Nacional 4 ( Viaduto ),38.707923,-8.905727,"{4504_0, 4514_0, 4514_1, 4514_3, 4515_0}",15,"{4504_0_2, 4514_0_1, 4514_1_1, 4514_3_1, 4515_0_2}",1502
010120,,Estrada Nacional 4 Antes Viaduto Á 12,38.707814,-8.905808,"{4504_0, 4514_0, 4514_3, 4515_0}",15,"{4504_0_1, 4514_0_2, 4514_3_2, 4515_0_1}",1502
010121,,Rua Do Aceiro Frente Lote 7,38.709056,-8.898717,{4504_0},15,{4504_0_2},1502
010122,,Rua Do Aceiro 8,38.709301,-8.898597,{4504_0},15,{4504_0_1},1502
010123,,Rua Do Aceiro ( Fábrica Cortiça ),38.711581,-8.899968,{4504_0},15,{4504_0_2},1502
010124,,Rua Do Aceiro ( Frente Fábrica Da Cortiça ),38.711717,-8.899887,{4504_0},15,{4504_0_1},1502
010125,,Rua Do Aceiro ( Terroal ) Quinta Guia,38.716252,-8.902807,{4504_0},15,{4504_0_2},1502
010126,,Rua Do Aceiro ( Terroal ) Quinta Guia,38.716112,-8.902556,{4504_0},15,{4504_0_1},1502
010129,,Cruzamento Entre ( Estrada Charnequinha ) E Estrada Nacional 5,38.675331,-8.911371,"{4503_0, 4516_0, 4516_1}",15,"{4503_0_2, 4516_0_1, 4516_1_1}",1502
010131,,Estrada Charnequinha ( Braço Forte ),38.672871,-8.911252,"{4516_0, 4516_1}",15,"{4516_0_1, 4516_1_1}",1502
010133,,Estrada Nacional 4 - Um,38.708862,-8.897853,"{4514_0, 4514_1, 4514_3, 4515_0}",15,"{4514_0_1, 4514_1_1, 4514_3_1, 4515_0_2}",1502
010134,,Cruzamento Entre ( Estrada Nacional 4 ) E Rua Do Aceiro,38.708691,-8.898154,"{4514_0, 4514_3, 4515_0}",15,"{4514_0_2, 4514_3_2, 4515_0_1}",1502
010135,,Alcochete ( Avenida Euro 2004 ) Freeport,38.751109,-8.942944,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_1, 4702_0}",15,"{4501_0_2, 4501_1_2, 4504_0_1, 4512_0_2, 4512_1_2, 4513_0_2, 4600_1_2, 4702_0_2}",1502
010136,,Alcochete ( Avenida Euro 2004 ) Freeport,38.751395,-8.942829,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_1, 4501_1_1, 4504_0_2, 4512_0_1, 4512_1_1, 4513_0_1, 4600_0_1, 4600_0_2, 4600_1_1, 4702_0_1}",1502
010137,,Alcochete ( Avenida Canto Do Pinheiro 698 ),38.75332,-8.94663,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_2, 4501_1_2, 4504_0_1, 4512_0_2, 4512_1_2, 4513_0_2, 4600_0_2, 4600_1_2, 4702_0_2}",1502
010138,,Alcochete ( Avenida Canto Do Pinheiro 698 ),38.753445,-8.946569,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_1, 4501_1_1, 4504_0_2, 4512_0_1, 4512_1_1, 4513_0_1, 4600_0_1, 4600_1_1, 4702_0_1}",1502
010139,,Cruzamento Entre ( Avenida Canto Do Pinheiro ) E Rua Fernando Pessoa,38.755532,-8.950663,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_2, 4501_1_2, 4504_0_1, 4512_0_2, 4512_1_2, 4513_0_2, 4600_0_2, 4600_1_2, 4702_0_2}",1502
010140,,Cruzamento Entre ( Avenida Canto Do Pinheiro ) E Rua Fernando Pessoa,38.755596,-8.950482,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_1, 4501_1_1, 4504_0_2, 4512_0_1, 4512_1_1, 4513_0_1, 4600_0_1, 4600_1_1, 4702_0_1}",1502
010141,,Alcochete ( Rua Maria Lamas - Lóte - Um ),38.753306,-8.955895,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_2, 4501_1_2, 4504_0_1, 4512_0_2, 4512_1_2, 4513_0_2, 4600_0_2, 4600_1_2, 4702_0_2}",1502
010142,,Alcochete ( Rua Maria Lamas - Lóte - Um ),38.753284,-8.956831,"{4501_0, 4501_1, 4504_0, 4512_0, 4512_1, 4513_0, 4600_0, 4600_1, 4702_0}",15,"{4501_0_1, 4501_1_1, 4504_0_2, 4512_0_1, 4512_1_1, 4513_0_1, 4600_0_1, 4600_1_1, 4702_0_1}",1502
010143,,Cruzamento Entre ( Rua 25 De Abril ) E Passeio Das Caravelas,38.746564,-8.970576,{4600_0},15,{4600_0_1},1502
010145,,Cruzamento Entre ( Estrada Municipal 501 ) E Estrada Dos Canaviais,38.742415,-8.974439,{4600_0},15,{4600_0_1},1502
010146,,Cruzamento Entre ( Estrada Municipal 501 ) E Estrada Dos Canaviais,38.741912,-8.974646,{4600_0},15,{4600_0_2},1502
010147,,Cruzamento Entre ( Rua 25 De Abril ( Estrada Municipal 501 ) ) E Passeio Caravelas,38.746529,-8.970179,{4600_0},15,{4600_0_2},1502
010149,,Cruzamento Entre ( Estrada Nacional 4 ) E Academia Sporting,38.715281,-8.857895,"{4514_0, 4514_1, 4514_3, 4515_0}",15,"{4514_0_1, 4514_1_1, 4514_3_1, 4515_0_2}",1502
010150,,Cruzamento Entre ( Estrada Nacional 4 ) E Academia Sporting,38.715128,-8.857999,"{4514_0, 4514_3, 4515_0}",15,"{4514_0_2, 4514_3_2, 4515_0_1}",1502
010151,,Estrada Nacional 4 ( Monte Laranjo ),38.712435,-8.872841,"{4514_0, 4514_1, 4514_3, 4515_0}",15,"{4514_0_1, 4514_1_1, 4514_3_1, 4515_0_2}",1502
010152,,Estrada Nacional 4 ( Monte Laranjo ),38.712387,-8.87208,"{4514_0, 4514_3, 4515_0}",15,"{4514_0_2, 4514_3_2, 4515_0_1}",1502
010153,,Estrada Nacional 4 ( Rilvas ),38.710751,-8.88454,"{4514_0, 4514_1, 4514_3, 4515_0}",15,"{4514_0_1, 4514_1_1, 4514_3_1, 4515_0_2}",1502
010154,,Estrada Nacional 4 ( Rilvas ),38.710483,-8.884705,"{4514_0, 4514_3, 4515_0}",15,"{4514_0_2, 4514_3_2, 4515_0_1}",1502
010155,,Estrada Nacional 4 ( Fábrica ),38.710724,-8.835418,"{4514_0, 4514_3, 4515_0}",15,"{4514_0_2, 4514_3_2, 4515_0_1}",1502
010157,,Estrada Nacional 5 ( Agro Albuquerque ),38.673511,-8.902444,{4516_0},15,{4516_0_1},1502
010158,,Estrada Nacional 5 ( Agro Albuquerque ),38.673577,-8.901926,{4516_0},15,{4516_0_2},1502
010159,,Alcochete ( Rotunda Do Entroncamento ),38.745733,-8.929951,{4702_0},15,{4702_0_1},1502
010161,,Rua Padre Cruz 3,38.756701,-8.960425,"{4001_0, 4002_0}",15,"{4001_0_3, 4002_0_3}",1502
010167,,Rotunda Entroncamento ( Posto De Combustível ),38.745417,-8.930505,{4702_0},15,{4702_0_2},1502
010171,,Estrada Municipal 502 ( Rua Cirio Aldegalega ),38.710496,-8.924652,{},15,{},1502
010173,,Estrada Real ( Colegio Penas ),38.729163,-8.948729,{},15,{},1502
010174,,Estrada Real ( Colegio Penas ),38.729063,-8.94877,{},15,{},1502
010175,,Zona Industrial Do Passil ( P 2 ),38.722679,-8.905679,{4504_0},15,{4504_0_1},1502
010176,,Rua Doutor Manuel Da Cruz Junior 128,38.720098,-8.999771,"{4501_0, 4501_1, 4600_0}",15,"{4501_0_1, 4501_1_1, 4600_0_1}",1502
010177,,Rua Doutor Manuel Da Cruz Junior Frente Ao Número 128,38.720169,-8.999645,"{4501_0, 4501_1, 4600_0, 4705_0}",15,"{4501_0_2, 4501_1_2, 4600_0_2, 4705_0_1, 4705_0_2}",1502
010178,,Cruzamento Entre ( Rua Da Quinta Da Praia ) E Rua Bento Jesus Caraça,38.72282,-9.001466,"{4501_0, 4501_1, 4600_0, 4705_0}",15,"{4501_0_1, 4501_0_2, 4501_1_1, 4501_1_2, 4600_0_1, 4600_0_2, 4705_0_1, 4705_0_2}",1502
010179,,Rua Conde De Vale De Reis Frente Ao Número 10,38.72369,-9.003895,"{4501_0, 4501_1, 4600_0, 4705_0}",15,"{4501_0_1, 4501_0_2, 4501_1_1, 4501_1_2, 4600_0_1, 4600_0_2, 4705_0_1, 4705_0_2}",1502
010180,,Praça José Coelho 2,38.721047,-9.002773,"{4501_0, 4501_1, 4600_0, 4705_0}",15,"{4501_0_1, 4501_0_2, 4501_1_1, 4501_1_2, 4600_0_1, 4600_0_2, 4705_0_1, 4705_0_2}",1502
011321,,Rua Da Cooperação ( Piscinas ),38.747159,-8.966163,{},15,{},1502
012215,,Rua Dos Jasmins 336,38.744935,-8.943709,{},15,{},1502
012317,,Rua Da Cooperação ( Polidesportivo ),38.747329,-8.966437,{},15,{},1502
012854,,Zona Industrial Do Passil ( P 3 ),38.720204,-8.905053,{4504_0},15,{4504_0_2},1502
013004,,Rua Do Cercal Frente Ao Número 70,38.73998,-8.969515,{4702_0},15,{4702_0_2},1502
013357,,Rua Do Cercal 76,38.73994,-8.96912,{4702_0},15,{4702_0_1},1502
014349,,Estrada Da Atalaia Frente Ao Número 310,38.74777,-8.96026,{},15,{},1502
014759,,Zona Industrial Do Passil ( P 1 ),38.723056,-8.906011,{4504_0},15,{4504_0_2},1502
016685,,Rua Dos Jasmins Frente Ao Número 336,38.745024,-8.943649,{},15,{},1502
016737,,Zona Industrial Do Passil ( P 4 ),38.720176,-8.905019,{4504_0},15,{4504_0_1},1502
017218,,Rua Das Madressilvas Frente Ao Número 178,38.74164,-8.94068,{},15,{},1502
017997,,Rua Das Madressilvas 178,38.74172,-8.94082,{},15,{},1502
018009,,Rua Dos Alecrins ( Frente Zona Industrial ),38.74309,-8.94484,{},15,{},1502
018346,,Cruzamento Entre ( Rua Do Cercal ) E Rua Do Pinhal,38.736861,-8.964222,{4702_0},15,{4702_0_1},1502
018552,,Rua Do Cercal 681,38.736667,-8.963778,{4702_0},15,{4702_0_2},1502
019626,,Estrada Da Atalaia 272,38.74817,-8.9607,{},15,{},1502
019709,,Estrada Nacional 4 ( Fábrica ),38.710928,-8.835511,"{4514_0, 4514_1, 4514_3, 4515_0}",15,"{4514_0_1, 4514_1_1, 4514_3_1, 4515_0_2}",1502
019739,,Rua Dos Alecrins ( Zona Industrial ),38.74304,-8.94493,{},15,{},1502
020001,,Ponte 25 De Abril ( Portagens ),38.673804,-9.173993,"{3701_0, 3702_0, 3703_0, 3704_0, 3705_0, 3706_0, 3708_0, 3709_0, 3710_0, 3711_0, 3715_0, 3716_0, 3717_0, 3720_0, 3721_0, 4725_0, 4730_0, 4730_2}",15,"{3701_0_2, 3702_0_2, 3703_0_2, 3704_0_2, 3705_0_2, 3706_0_2, 3708_0_2, 3709_0_2, 3710_0_2, 3711_0_2, 3715_0_1, 3716_0_1, 3717_0_1, 3720_0_1, 3721_0_1, 4725_0_1, 4730_0_1, 4730_2_1}",1503
020002,,Cruzamento Entre ( Avenida Doutora Aresta Branco ) E Práça 9 De Julho,38.643758,-9.23272,"{3030_0, 3708_0}",15,"{3030_0_1, 3708_0_1}",1503
020003,,Pragal ( Portagem ),38.673946,-9.173301,"{3701_0, 3702_0, 3703_0, 3703_1, 3704_0, 3705_0, 3706_0, 3708_0, 3709_0, 3710_0, 3711_0, 3715_0, 3716_0, 3717_0, 3720_0, 3721_0, 4725_0, 4730_0, 4730_2}",15,"{3701_0_1, 3702_0_1, 3703_0_1, 3703_1_1, 3704_0_1, 3705_0_1, 3706_0_1, 3708_0_1, 3709_0_1, 3710_0_1, 3711_0_1, 3715_0_2, 3716_0_2, 3717_0_2, 3720_0_2, 3721_0_2, 4725_0_2, 4730_0_2, 4730_2_2}",1503
