line_id,line_name,line_routes,line_pattern,color,municipality_id
4313,São Gonçalo - Penalva,['4313_0'],"['4313_0_2', '4313_0_1']",#C61D23,['1508']
4320,Pinhal Novo | Circular,['4320_0'],['4320_0_3'],#3D85C6,['1508']
4321,Pinhal Novo - Quinta do Anjo,['4321_0'],"['4321_0_2', '4321_0_1']",#C61D23,['1508']
4322,Pinhal Novo - Rio Frio,"['4322_1', '4322_0']","['4322_1_2', '4322_1_1', '4322_0_2', '4322_0_1']",#C61D23,['1508']
4401,Cachofarra - Setúbal (Hospital),['4401_0'],"['4401_0_2', '4401_0_1']",#C61D23,['1512']
4402,Estefanilha - Setúbal (ITS),['4402_0'],"['4402_0_2', '4402_0_1']",#C61D23,['1512']
4403,Ferro Engomar (Terminal) - Setúbal (Av. Luísa Todi) via Amoreiras,['4403_0'],"['4403_0_2', '4403_0_1']",#3D85C6,['1512']
4404,Interfaces Setúbal | Circular,['4404_0'],['4404_0_3'],#3D85C6,['1512']
4406,Manteigadas - Setúbal (Mercado),"['4406_1', '4406_0']","['4406_1_2', '4406_1_1', '4406_0_2', '4406_0_1']",#3D85C6,['1512']
4407,Manteigadas - Setúbal (Mercado) via Bairro 25 de Abril,"['4407_1', '4407_0']","['4407_1_1', '4407_0_1']",#C61D23,['1512']
4408,Manteigadas - Setúbal (Mercado) via Bela Vista,['4408_0'],['4408_0_2'],#C61D23,['1512']
4409,Setúbal (Bº Quinta Santo António) - Setúbal (Bº Viso) via Montebelo,['4409_0'],"['4409_0_2', '4409_0_1']",#C61D23,['1512']
4410,Manteigadas (Esc. Profissional) - Poço Mouro via Centro Comercial,['4410_0'],"['4410_0_2', '4410_0_1']",#C61D23,['1512']
4412,Morgada - Setúbal (Mercado),['4412_0'],"['4412_0_2', '4412_0_1']",#C61D23,['1512']
4414,Outão (Hospital) - Setúbal (ITS),['4414_0'],"['4414_0_2', '4414_0_1']",#C61D23,['1512']
4415,Outão (Hospital) - Setúbal (ITS) via vale da Rasca,['4415_0'],"['4415_0_2', '4415_0_1']",#C61D23,['1512']
4416,Poço Mouro - Setúbal (ITS),['4416_0'],"['4416_0_2', '4416_0_1']",#C61D23,['1512']
4417,Poço Mouro - Setúbal (ITS) via Manteigadas,['4417_0'],"['4417_0_2', '4417_0_1']",#C61D23,['1512']
4418,Setúbal (Centro Comercial) - Setúbal (Av. 5 Outubro),['4418_0'],"['4418_0_2', '4418_0_1']",#C61D23,['1512']
4419,Brejos Canes - Setúbal (Saboaria),['4419_0'],"['4419_0_2', '4419_0_1']",#C61D23,['1512']
4420,Setúbal (Centro Comercial) - Setúbal (ITS),['4420_0'],"['4420_0_2', '4420_0_1']",#3D85C6,['1512']
4421,Setúbal (Bairro Camolas) - Setúbal (Casal Figueiras),['4421_0'],"['4421_0_2', '4421_0_1']",#C61D23,['1512']
4422,Setúbal (Bairro Camolas) - Setúbal (Casal Figueiras) via Bairro do Viso,"['4422_2', '4422_1', '4422_0']","['4422_2_2', '4422_1_1', '4422_0_2', '4422_0_1']",#C61D23,['1512']
4424,Setúbal (Bairro Viso) - Manteigadas (Piscinas),['4424_0'],['4424_0_1'],#C61D23,['1512']
4425,Setúbal (Escola Viso) - Mitrena,"['4425_1', '4425_0']","['4425_1_1', '4425_0_2', '4425_0_1']",#C61D23,['1512']
4426,Setúbal (Bairro do Viso) - Setúbal (Bairro Quinta Santo António),"['4426_4', '4426_3', '4426_2', '4426_1', '4426_0']","['4426_4_2', '4426_3_2', '4426_2_1', '4426_1_2', '4426_1_1', '4426_0_2', '4426_0_1']",#3D85C6,['1512']
4427,Setúbal (Bela Vista) - Setúbal (Mercado),['4427_0'],"['4427_0_2', '4427_0_1']",#3D85C6,['1512']
4428,Setúbal (Casal Figueiras) - Vale Ana Gomes,['4428_0'],"['4428_0_2', '4428_0_1']",#C61D23,['1512']
4429,Setúbal (Centro Saúde) - Setúbal (Mercado),['4429_0'],"['4429_0_2', '4429_0_1']",#C61D23,['1512']
4430,Setúbal (Hospital) - Setúbal (Montalvão),['4430_0'],"['4430_0_2', '4430_0_1']",#3D85C6,['1512']
4431,Setúbal (ITS) - Setúbal (Quinta Varzinha),['4431_0'],"['4431_0_2', '4431_0_1']",#3D85C6,['1512']
4432,Setúbal (ITS) - Vale de Choupo,['4432_0'],"['4432_0_2', '4432_0_1']",#C61D23,['1512']
4433,Alto Guerra - Setúbal (Casal Figueiras),['4433_0'],"['4433_0_2', '4433_0_1']",#C61D23,['1512']
4434,Setúbal (Mercado 2 de Abril) - Setúbal (R. Timor),"['4434_1', '4434_0']","['4434_1_2', '4434_1_1', '4434_0_2', '4434_0_1']",#3D85C6,['1512']
4435,Biscainho - Faralhão,['4435_0'],"['4435_0_2', '4435_0_1']",#C61D23,['1512']
4436,Setúbal (Mercado) - Setúbal (Terroa),['4436_0'],"['4436_0_2', '4436_0_1']",#3D85C6,['1512']
4437,Faralhão - Setúbal (ITS),['4437_0'],"['4437_0_2', '4437_0_1']",#C61D23,['1512']
4438,Setúbal (Monte Belo Norte) - Setúbal (Saboaria),"['4438_1', '4438_0']","['4438_1_2', '4438_1_1', '4438_0_2', '4438_0_1']",#C61D23,['1512']
4439,Praias do Sado - Setúbal (ITS),['4439_0'],"['4439_0_2', '4439_0_1']",#C61D23,['1512']
4440,Setúbal (Monte Belo Norte) - Setúbal (Saboaria) via Centro Comercial,['4440_0'],"['4440_0_2', '4440_0_1']",#C61D23,['1512']
4441,Setúbal (Saboaria) - Setúbal (Vale Cobro),['4441_0'],"['4441_0_2', '4441_0_1']",#C61D23,['1512']
4442,Praias do Sado (Estação) - Setúbal (Bela Vista),"['4442_1', '4442_0']","['4442_1_1', '4442_0_2', '4442_0_1']",#C61D23,['1512']
4443,Setúbal (Politécnico) - Praias do Sado,['4443_0'],"['4443_0_2', '4443_0_1']",#C61D23,['1512']
4451,Mitrena (Lisnave) - Setúbal (ITS),['4451_0'],"['4451_0_2', '4451_0_1']",#C61D23,['1512']
4452,Mitrena (Portucel) - Setúbal (ITS),"['4452_1', '4452_0']","['4452_1_2', '4452_1_1', '4452_0_2', '4452_0_1']",#C61D23,['1512']
4453,Mitrena (Portucel) - Setúbal (ITS) via Estrada Graça,['4453_0'],"['4453_0_2', '4453_0_1']",#C61D23,['1512']
4463,Azeitão | Circular via R. José Augusto Coelho,['4463_0'],['4463_0_3'],#3D85C6,['1512']
4464,Azeitão | Circular via R. Dr. Francisco Gonçalves de Oliveira,['4464_0'],['4464_0_3'],#3D85C6,['1512']
4465,Escolas Azeitão | Trajeto 1,['4465_0'],['4465_0_1'],#3D85C6,['1512']
4466,Escolas Azeitão | Trajeto 2,['4466_0'],['4466_0_1'],#3D85C6,['1512']
4467,Escolas Azeitão | Trajeto 3,['4467_0_1'],['4467_0_1'],#3D85C6,['1512']
4468,Escolas Azeitão | Trajeto 4,['4468_0_1'],['4468_0_1'],#3D85C6,['1512']
4472,Praia da Figueirinha - Setúbal (ITS),['4472_1'],"['4472_1_2', '4472_1_1']",#C61D23,['1512']
4481,Livramento-Montebelo | Circular via Bonfim,['4481_0'],['4481_0_3'],#C61D23,['1512']
4482,Livramento-Montebelo | Circular via Terroa,['4482_0'],['4482_0_3'],#C61D23,['1512']
4501,Alcochete (Freeport) - Montijo (Terminal Fluvial),"['4501_1', '4501_0']","['4501_1_2', '4501_1_1', '4501_0_2', '4501_0_1']",#C61D23,"['1502', '1507']"
4503,Atalaia (Bairro Charqueirão) - Montijo (Bairro Areias),['4503_0'],"['4503_0_2', '4503_0_1']",#C61D23,"['1507', '1502']"
4504,Alcochete (Freeport) - Montijo (Terminal Fluvial) via Atalaia e Passil,['4504_0'],"['4504_0_2', '4504_0_1']",#C61D23,"['1507', '1502']"
4512,Alcochete (Freeport) - Setúbal (ITS) via Alto Estanqueiro,"['4512_1', '4512_0']","['4512_1_2', '4512_1_1', '4512_0_2', '4512_0_1']",#C61D23,"['1502', '1507', '1508', '1512']"
4513,Alcochete (Freeport) - Pinhal Novo,['4513_0'],"['4513_0_2', '4513_0_1']",#C61D23,"['1502', '1507', '1508']"
4514,Canha - Montijo (Terminal Rodoviário) via Pegões,"['4514_3', '4514_1', '4514_0']","['4514_3_2', '4514_3_1', '4514_1_1', '4514_0_2', '4514_0_1']",#C61D23,"['1507', '1508', '1502']"
4515,Montijo (Terminal Rodoviário) - Pegões,['4515_0'],"['4515_0_2', '4515_0_1']",#C61D23,"['1507', '1502', '1508']"
4516,Montijo (Terminal Rodoviário) - Rio Frio,"['4516_1', '4516_0']","['4516_1_1', '4516_0_2', '4516_0_1']",#C61D23,"['1507', '1502', '1508']"
4517,Montijo (Terminal Rodoviário) - Setúbal (ITS),['4517_0'],['4517_0_2'],#C61D23,"['1512', '1508', '1507']"
4520,Faias - Pegões,['4520_0'],"['4520_0_2', '4520_0_1']",#C61D23,"['1507', '1508']"
4521,Faias - Pinhal Novo via Lagameças,['4521_0'],"['4521_0_2', '4521_0_1']",#C61D23,"['1507', '1508']"
4522,Faias - Poceirão,['4522_0'],"['4522_0_2', '4522_0_1']",#C61D23,"['1507', '1508']"
4523,Montijo (Terminal Rodoviário) - Pinhal Novo,['4523_0'],['4523_0_2'],#C61D23,"['1508', '1507']"
4524,Palmela (Terminal) - Pegões,['4524_0'],"['4524_0_2', '4524_0_1']",#C61D23,"['1508', '1507']"
4525,Faias - Pinhal Novo Via N5,['4525_0'],"['4525_0_2', '4525_0_1']",#C61D23,"['1507', '1508']"
4530,Bairro Vila Morena - Pinhal Novo,['4530_0'],"['4530_0_2', '4530_0_1']",#C61D23,"['1506', '1508', '1507']"
4531,Moita (Esc. Secundária) - Palmela (Terminal),['4531_0'],"['4531_0_2', '4531_0_1']",#C61D23,"['1506', '1508']"
4532,Moita (Estação) - Moita (Bairro 1º Maio),['4532_0'],"['4532_0_2', '4532_0_1']",#C61D23,"['1506', '1508']"
4540,Águas de Moura - Setúbal (ITS),"['4540_1', '4540_0']","['4540_1_2', '4540_1_1', '4540_0_2', '4540_0_1']",#C61D23,"['1508', '1512']"
4541,Algeruz - Setúbal (Av. Luísa Todi),['4541_0'],"['4541_0_2', '4541_0_1']",#C61D23,"['1508', '1512']"
4542,Algeruz - Setúbal (ITS),['4542_0'],"['4542_0_2', '4542_0_1']",#C61D23,"['1508', '1512']"
4543,Algeruz - Setúbal (ITS) via Poçoilos,['4543_0'],"['4543_0_2', '4543_0_1']",#C61D23,"['1508', '1512']"
4544,Bairro Margaça - Setúbal (ITS),"['4544_2', '4544_1', '4544_0']","['4544_2_2', '4544_1_1', '4544_0_2', '4544_0_1']",#C61D23,"['1508', '1512']"
4545,Biscainho - Setúbal (Bela Vista),['4545_0'],"['4545_0_2', '4545_0_1']",#C61D23,"['1512', '1508']"
4546,Biscainho - Setúbal (ITS),['4546_0'],"['4546_0_2', '4546_0_1']",#C61D23,"['1512', '1508']"
4548,Lagameças - Setúbal (ITS),['4548_0'],"['4548_0_2', '4548_0_1']",#C61D23,"['1508', '1512']"
4549,Palmela (Terminal) - Setúbal (ITS),['4549_0'],"['4549_0_2', '4549_0_1']",#C61D23,"['1508', '1512']"
4550,Palmela (Terminal) - Vila Nogueira de Azeitão,['4550_0'],"['4550_0_2', '4550_0_1']",#C61D23,"['1508', '1512']"
4551,Palmela (Alameda Nun'Álvares Pereira) - Setúbal (Av. Luísa Todi),['4551_0'],"['4551_0_2', '4551_0_1']",#C61D23,"['1508', '1512']"
4552,Brejos de Azeitão (Parque do Morango) - Palmela (Terminal),['4552_0'],"['4552_0_2', '4552_0_1']",#C61D23,"['1512', '1508']"
4560,São Gonçalo - Vila Nogueira de Azeitão (Escola Básica 2 3),['4560_0'],"['4560_0_2', '4560_0_1']",#C61D23,"['1508', '1512']"
4562,Setúbal (ITS) - Vila Nogueira de Azeitão (Escola) via Palmela (Estação),['4562_0'],"['4562_0_2', '4562_0_1']",#C61D23,"['1512', '1508']"
4600,Alcochete (Freeport) - Barreiro (Terminal) via Samouco,"['4600_2', '4600_1', '4600_0']","['4600_2_2', '4600_2_1', '4600_1_2', '4600_1_1', '4600_0_2', '4600_0_1']",#C61D23,"['1502', '1507', '1506', '1504']"
4602,Alhos Vedros (Estação) - Barreiro (Terminal),['4602_0'],"['4602_0_2', '4602_0_1']",#C61D23,"['1506', '1504']"
4604,Barreiro (Terminal) - Moita (Escola Secundária),['4604_0'],"['4604_0_2', '4604_0_1']",#C61D23,"['1504', '1506']"
4605,Lavradio - Pinhal do Forno,['4605_0'],"['4605_0_2', '4605_0_1']",#C61D23,"['1504', '1506']"
4610,Bairro dos Marinheiros - Barreiro (Terminal),['4610_0'],"['4610_0_2', '4610_0_1']",#C61D23,"['1508', '1504']"
4611,Penalva (Estação) - Moita (Esc. Secundária),['4611_0'],"['4611_0_2', '4611_0_1']",#C61D23,"['1508', '1504', '1506']"
4612,Bairro dos Marinheiros - Palmela (Terminal),['4612_0'],"['4612_0_2', '4612_0_1']",#C61D23,"['1504', '1508']"
4620,Moita (Esc. Secundária) - Paio Pires,['4620_0'],"['4620_0_2', '4620_0_1']",#C61D23,"['1506', '1504', '1510']"
4621,Moita (Esc. Secundária) - Seixal (Terminal Fluvial),['4621_0'],"['4621_0_2', '4621_0_1']",#C61D23,"['1506', '1504', '1510']"
4632,Coina (Estação) - Quinta do Anjo via Vendas de Azeitão,['4632_0'],"['4632_0_2', '4632_0_1']",#C61D23,"['1504', '1511', '1512', '1508']"
4641,Quinta do Conde - Setúbal (ITS),"['4641_1', '4641_0']","['4641_1_2', '4641_1_1', '4641_0_2', '4641_0_1']",#C61D23,"['1511', '1512']"
4701,Lisboa (Oriente) - Vale da Amoreira,"['4701_2', '4701_1', '4701_0']","['4701_2_2', '4701_1_2', '4701_0_2', '4701_0_1']",#FDB71A,"['1106', '1507', '1506']"
4702,Lisboa (Oriente) - São Francisco,['4702_0'],"['4702_0_2', '4702_0_1']",#FDB71A,"['1106', '1502']"
4704,Atalaia - Lisboa (Oriente) via B. Areias e B. Esteval,['4704_0'],"['4704_0_2', '4704_0_1']",#FDB71A,"['1507', '1106']"
4705,Lisboa (Oriente) - Samouco,['4705_0'],"['4705_0_2', '4705_0_1']",#FDB71A,"['1106', '1507', '1502']"
4706,Montijo (Urb. Alto dos Moinhos) - Lisboa (Oriente),['4706_0'],"['4706_0_2', '4706_0_1']",#FDB71A,"['1507', '1106']"
4707,Lisboa (Oriente) - Montijo (Terminal Rodoviário),['4707_0'],"['4707_0_2', '4707_0_1']",#FDB71A,"['1106', '1507']"
4710,Lisboa (Oriente) - Palmela (Terminal),['4710_0'],"['4710_0_2', '4710_0_1']",#FDB71A,"['1106', '1508']"
4711,Lisboa (Oriente) - Pinhal Novo,['4711_0'],['4711_0_2'],#FDB71A,"['1508', '1106']"
4715,Lisboa (Oriente) - Setúbal (Terminal Várzea) via Pinhal Novo,['4715_0'],"['4715_0_2', '4715_0_1']",#FDB71A,"['1106', '1508', '1512']"
4720,Lisboa (Oriente) - Setúbal (Terminal Várzea),"['4720_1', '4720_0']","['4720_1_2', '4720_0_2', '4720_0_1']",#FDB71A,"['1106', '1512']"
4725,Lisboa (Sete Rios) - Setúbal (Terminal Várzea),['4725_0'],"['4725_0_2', '4725_0_1']",#FDB71A,"['1106', '1503', '1512']"
4730,Lisboa (Sete Rios) - Setúbal (ITS) via Fogueteiro,"['4730_2', '4730_1', '4730_0']","['4730_2_2', '4730_2_1', '4730_1_2', '4730_1_1', '4730_0_2', '4730_0_1']",#C61D23,"['1106', '1503', '1510', '1504', '1511', '1512']"
4901,Landeira - Setúbal (ITS),"['4901_1', '4901_0']","['4901_1_2', '4901_1_1', '4901_0_2', '4901_0_1']",#C61D23,"['0712', '1508', '1512']"
4902,Pegões - Landeira,['4902_0'],"['4902_0_2', '4902_0_1']",#C61D23,"['1507', '1508', '0712']"
4905,Faias - Vendas Novas,"['4905_1', '4905_0']","['4905_1_1', '4905_0_2', '4905_0_1']",#BB3E96,"['1507', '1508', '0712']"
4906,Setúbal (ITS) - Vendas Novas via Landeira,"['4906_1', '4906_0']","['4906_1_2', '4906_0_2', '4906_0_1']",#BB3E96,"['1512', '1508', '0712', '1507']"
