line_id,line_name,line_routes,line_pattern,color,municipality_id
1001,Alfragide (Estr Seminario) - Reboleira (Estação),['1001_0'],"['1001_0_2', '1001_0_1']",#C61D23,['1115']
1002,Reboleira (Estação) | Circular via Alfragide (Centro comercial ) e Amadora (Estação Sul),['1002_0'],['1002_0_3'],#C61D23,['1115']
1003,Amadora (Estação Norte) - Amadora Este (Metro),['1003_0'],"['1003_0_2', '1003_0_1']",#C61D23,['1115']
1004,Amadora (Estação Norte) via Moinhos da Funcheira | Circular,['1004_0'],['1004_0_3'],#C61D23,['1115']
1005,Amadora (Estação Norte) - UBBO,"['1005_2', '1005_1', '1005_0']","['1005_2_3', '1005_1_2', '1005_0_2', '1005_0_1']",#C61D23,['1115']
1006,Amadora (Estação Norte) - UBBO | Noturna,"['1006_1', '1006_0']","['1006_1_2', '1006_1_1', '1006_0_2', '1006_0_1']",#C61D23,['1115']
1008,Amadora Este (Metro) | Circular,['1008_0'],['1008_0_3'],#3D85C6,['1115']
1009,Amadora (Hospital) Via Mina e Venteira | Circular,['1009_0'],['1009_0_3'],#3D85C6,"['1115', '1111']"
1010,Brandoa (Pólo Escola) - Casal da Mira,['1010_0'],"['1010_0_2', '1010_0_1']",#C61D23,['1115']
1011,Brandoa (Largo) - Reboleira (Metro),"['1011_1', '1011_0']","['1011_1_3', '1011_0_2', '1011_0_1']",#C61D23,['1115']
1012,Alfornelos Metro via Brandoa | Circular,['1012_0'],['1012_0_3'],#3D85C6,['1115']
1013,Amadora (Cemitério) - Atalaia (Escola Secundária) via Casas do Lago,['1013_0'],"['1013_0_2', '1013_0_1']",#C61D23,['1115']
1014,Amadora (Cemitério) - Vila Chã via Casas do Lago,['1014_0'],"['1014_0_2', '1014_0_1']",#C61D23,['1115']
1015,Reboleira (Estação) via Damaia | Circular,['1015_0'],['1015_0_3'],#3D85C6,['1115']
1101,Alfragide (Centro Comercial) - Algés (Estação),"['1101_1', '1101_0']","['1101_1_2', '1101_1_1', '1101_0_2', '1101_0_1']",#C61D23,['1110']
1103,Algés (Estação) - Queijas (PSP),['1103_0'],"['1103_0_2', '1103_0_1']",#C61D23,['1110']
1105,Algés (Estação) - Queluz Baixo (Centro Comercial),"['1105_1', '1105_0']","['1105_1_2', '1105_1_1', '1105_0_2', '1105_0_1']",#C61D23,['1110']
1106,Queluz Baixo (Centro Comercial) - Algés (Estação),"['1106_1', '1106_0']","['1106_1_2', '1106_1_1', '1106_0_2']",#C61D23,['1110']
1107,Algés (Estação) - Queluz Baixo via Queijas,['1107_0'],"['1107_0_2', '1107_0_1']",#C61D23,['1110']
1109,Carnaxide via Outurela | Circular,['1109_0'],['1109_0_3'],#3D85C6,['1110']
1110,Carnaxide via Queijas | Circular,['1110_0'],['1110_0_3'],#C61D23,['1110']
1111,Massamá-Barcarena (Estação Sul) - Barcarena (Fábrica Pólvora),['1111_0'],"['1111_0_2', '1111_0_1']",#C61D23,['1110']
1113,Algés (Estação) via Cruz Quebrada e Linda-a-Velha | Circular,['1113_0'],['1113_0_3'],#3D85C6,['1110']
1114,Algés (Estação) via Linda-a-Velha e Miraflores | Circular,['1114_0'],['1114_0_3'],#3D85C6,['1110']
1115,Caxias (Ped Italiana) - Lage (Centro),"['1115_4', '1115_3', '1115_2', '1115_1', '1115_0']","['1115_4_2', '1115_3_2', '1115_3_1', '1115_2_2', '1115_2_1', '1115_1_2', '1115_1_1', '1115_0_2', '1115_0_1']",#C61D23,['1110']
1117,Caxias (Qta Moura) - Lage (Centro),"['1117_3', '1117_2', '1117_1', '1117_0']","['1117_3_2', '1117_3_1', '1117_2_2', '1117_2_1', '1117_1_2', '1117_1_1', '1117_0_2', '1117_0_1']",#C61D23,['1110']
1119,Leceia (Sociedade) - Paço De Arcos (Estação Norte),"['1119_1', '1119_0']","['1119_1_2', '1119_1_1', '1119_0_2', '1119_0_1']",#C61D23,['1110']
1120,Oeiras (Estação Norte) - Paço De Arcos (Estação Norte),['1120_0'],"['1120_0_2', '1120_0_1']",#3D85C6,['1110']
1121,Oeiras via Piscina Oceânica | Circular,['1121_0'],['1121_0_3'],#C61D23,['1110']
1122,Bº Joaquim Matias - Caxias (Ped Italiana),['1122_0'],"['1122_0_2', '1122_0_1']",#C61D23,['1110']
1123,Paço De Arcos (Estação Norte) - Porto Salvo (Lagoas Park),"['1123_1', '1123_0']","['1123_1_2', '1123_0_2', '1123_0_1']",#C61D23,['1110']
1124,Paço de Arcos | Circular,['1124_0'],['1124_0_3'],#3D85C6,['1110']
1125,Porto Salvo via Leião e Lage | Circular,['1125_0'],['1125_0_3'],#C61D23,['1110']
1201,Terrugem (Escola) | Circular,['1201_0'],['1201_0_3'],#3D85C6,['1111']
1204,Alto do Forte (Centro Comercial) – Circular,"['1204_2', '1204_1', '1204_0']","['1204_2_2', '1204_2_1', '1204_1_3', '1204_0_3']",#3D85C6,['1111']
1205,Algueirão-Mem Martins (Estação) - Mem Martins (Esc Secundária) via Hospital,['1205_0'],"['1205_0_2', '1205_0_1']",#3D85C6,['1111']
1206,Algueirão-Mem Martins (Estação) - Portela de Sintra (Estação) via Tribunal e Hospital,"['1206_1', '1206_0']","['1206_1_2', '1206_1_1', '1206_0_2', '1206_0_1']",#C61D23,['1111']
1208,Almargem Bispo (Cemitério) - Portela de Sintra (Estação Norte) via Hospital,['1208_0'],"['1208_0_2', '1208_0_1']",#C61D23,['1111']
1209,Bairro da Felosa - Mira Sintra (Mercado) via Cemitério,"['1209_1', '1209_0']","['1209_1_2', '1209_1_1', '1209_0_2', '1209_0_1']",#C61D23,['1111']
1210,Bairro Fitares - Mem Martins (Esc Secundária),['1210_0'],"['1210_0_2', '1210_0_1']",#3D85C6,['1111']
1211,Belas (Samaritana) - Agualva-Cacém (Estação),['1211_0'],"['1211_0_2', '1211_0_1']",#C61D23,['1111']
1212,Venda Seca - Queluz (Estação),['1212_0'],"['1212_0_2', '1212_0_1']",#C61D23,['1111']
1213,Bº Joaquim Fontes (Centro Comercial) - Agualva-Cacém (Estação),['1213_0'],"['1213_0_2', '1213_0_1']",#C61D23,['1111']
1215,Agualva-Cacém (Estação) via Encosta S. Marcos | Circular,['1215_0'],['1215_0_3'],#C61D23,['1111']
1216,Tercena (Estação) via São Marcos Taguspark (Novo Banco) e Casal do Cotão | Circular,"['1216_1', '1216_0']","['1216_1_3', '1216_0_3']",#3D85C6,"['1111', '1110']"
1217,Agualva-Cacém (Estação) - Massamá (Urbanização Norte),['1217_0'],"['1217_0_2', '1217_0_1']",#C61D23,['1111']
1218,Agualva-Cacém (Estação) - Mira Sintra (Mercado) via Av Bomb Vol,['1218_0'],"['1218_0_2', '1218_0_1']",#C61D23,['1111']
1219,Agualva-Cacém (Estação) - Mira Sintra (Mercado) via Av Santa Maria,['1219_0'],"['1219_0_2', '1219_0_1']",#C61D23,['1111']
1220,Agualva-Cacém (Estação) via S. Marcos (Largo) | Circular,['1220_0'],['1220_0_3'],#C61D23,['1111']
1221,Agualva-Cacém (Estação) via Lopas | Circular,['1221_0'],"['1221_0_2', '1221_0_1']",#3D85C6,['1111']
1222,Agualva-Cacém (Estação) via Bairro Joaquim Fontes | Circular,['1222_0'],['1222_0_3'],#3D85C6,['1111']
1223,Agualva-Cacém (Estação) - Portela Sintra (Estação Sul),"['1223_2', '1223_1', '1223_0']","['1223_2_2', '1223_2_1', '1223_1_2', '1223_1_1', '1223_0_2', '1223_0_1']",#C61D23,['1111']
1224,Belas Clube Campo - Monte Abraão (Estação) via Carregueira (Estabelecimento Prisional),['1224_0'],"['1224_0_2', '1224_0_1']",#C61D23,['1111']
1225,Agualva-Cacém (Estação) Via Enc. S. Marcos Univ Católica e Bela Vista | Circular,['1225_0'],['1225_0_3'],#C61D23,"['1111', '1110']"
1226,Massamá (Casal Olival) - Queluz - Belas (Estação),['1226_0'],"['1226_0_2', '1226_0_1']",#3D85C6,['1111']
1228,Massamá-Barcarena (Estação Norte) via Belas | Circular,['1228_0'],['1228_0_3'],#C61D23,['1111']
1229,Massamá-Barcarena (Estação Norte) via Quinta das Flores | Circular,['1229_0'],['1229_0_3'],#3D85C6,['1111']
1230,Monte Abraão (Estação) | Circular,['1230_0'],"['1230_0_2', '1230_0_1']",#3D85C6,['1111']
1231,Mem Martins (Esc. Ferreira Castro) - Coutinho Afonso,['1231_0'],"['1231_0_2', '1231_0_1']",#C61D23,['1111']
1232,Rio de Mouro (Estação Sul) via Mem Martins | Circular,['1232_0'],['1232_0_3'],#C61D23,['1111']
1233,Agualva-Cacém (Estação) Via Bela Vista Univ Católica e Enc. S. Marcos| Circular,['1233_0'],['1233_0_3'],#C61D23,"['1111', '1110']"
1234,São Pedro Sintra (Chão Meninos) - Mira Sintra (Junta Freguesia),['1234_0'],"['1234_0_2', '1234_0_1']",#C61D23,['1111']
1235,Covas Ferro - Mercês (Estação Norte),['1235_0'],"['1235_0_2', '1235_0_1']",#C61D23,['1111']
1236,Alto do Forte (Centro Comercial) - Queluz - Belas (Estação),['1236_0'],"['1236_0_2', '1236_0_1']",#C61D23,['1111']
1240,Negrais (Soc Recreativa) - Portela Sintra (Estação Norte),['1240_0'],"['1240_0_2', '1240_0_1']",#C61D23,['1111']
1241,Almoçageme (Mercado) - Hospital de Sintra,['1241_0'],"['1241_0_2', '1241_0_1']",#C61D23,['1111']
1242,Casais Cabrela (Largo) - Almoçageme (Mercado),['1242_0'],"['1242_0_2', '1242_0_1']",#C61D23,['1111']
1244,Casal de Cambra (Escola) - Portela de Sintra (Estação Norte) via Hospital,['1244_0'],"['1244_0_2', '1244_0_1']",#C61D23,['1111']
1245,Catribana (Largo) - Portela Sintra (Estação Norte),['1245_0'],"['1245_0_2', '1245_0_1']",#C61D23,['1111']
1247,Fontanelas - Portela de Sintra (Estação) via Janas,['1247_0'],"['1247_0_2', '1247_0_1']",#C61D23,['1111']
1248,Portela Sintra (Estação Norte) - Praia Maçãs (Mercado),"['1248_1', '1248_0']","['1248_1_2', '1248_1_1', '1248_0_2', '1248_0_1']",#C61D23,['1111']
1249,Portela Sintra (Estação Norte) - Magoito (Praia),['1249_0'],"['1249_0_2', '1249_0_1']",#C61D23,['1111']
1250,Portela Sintra (Estação Norte) - Praia Grande,['1250_0'],"['1250_0_2', '1250_0_1']",#C61D23,['1111']
1251,Portela Sintra (Estação Sul) - Rio De Mouro (Estação Sul),"['1251_3', '1251_2', '1251_1', '1251_0']","['1251_3_3', '1251_2_2', '1251_2_1', '1251_1_2', '1251_0_2', '1251_0_1']",#C61D23,['1111']
1252,Portela Sintra (Estação Sul) via Ranholas | Circular,"['1252_1', '1252_0']","['1252_1_3', '1252_0_3']",#3D85C6,['1111']
1253,Sintra (Estação) via Cabo da Roca | Circular,['1253_0'],['1253_0_3'],#C61D23,['1111']
1254,Portela Sintra (Estação Norte) - Magoito (Praia),['1254_0'],"['1254_0_2', '1254_0_1']",#C61D23,['1111']
1255,Rebanque - Portela Sintra (Estação Norte),['1255_0'],"['1255_0_2', '1255_0_1']",#C61D23,['1111']
1501,Reboleira (Estação) | Circular via Alfragide (Zona Industrial e Centro comercial),['1501_0'],['1501_0_3'],#3D85C6,"['1115', '1110']"
1502,Algés (Estação) - Amadora (Estação Sul) via Linda-a-Velha,['1502_0'],"['1502_0_2', '1502_0_1']",#C61D23,"['1110', '1115']"
1503,Algés (Estação) - Bº Zambujal,"['1503_1', '1503_0']","['1503_1_2', '1503_1_1', '1503_0_2', '1503_0_1']",#C61D23,"['1110', '1115']"
1504,Algés (Estação) - Bº Zambujal,['1504_0'],"['1504_0_2', '1504_0_1']",#C61D23,"['1110', '1115']"
1506,Amadora (Hospital) via Alfragide e Damaia| Circular,['1506_0'],['1506_0_3'],#C61D23,"['1115', '1110']"
1507,Caxias (Estação) - Reboleira (Metro),"['1507_1', '1507_0']","['1507_1_1', '1507_0_2', '1507_0_1']",#C61D23,"['1110', '1115']"
1508,Almargem Bispo (Centro Saúde) - Amadora Este (Metro),['1508_0'],"['1508_0_2', '1508_0_1']",#C61D23,"['1111', '1115']"
1509,Amadora (Hospital) - Casal de Cambra (C. Saúde),['1509_0'],"['1509_0_2', '1509_0_1']",#C61D23,"['1115', '1111']"
1510,Amadora (Hospital) - Damaia De Baixo (Pavilhão Desportivo),['1510_0'],"['1510_0_2', '1510_0_1']",#3D85C6,"['1115', '1111']"
1511,Monte Abraão (Estação) via Amadora (Hospital) | Circular,"['1511_1', '1511_0']","['1511_1_3', '1511_0_3']",#3D85C6,"['1111', '1115']"
1512,Amadora (Hospital) - Montelavar (Largo),"['1512_1', '1512_0']","['1512_1_2', '1512_1_1', '1512_0_2', '1512_0_1']",#C61D23,"['1115', '1111']"
1513,Amadora (Hospital) | Circular,"['1513_4', '1513_3', '1513_2', '1513_1', '1513_0']","['1513_4_3', '1513_3_3', '1513_2_3', '1513_1_2', '1513_1_1', '1513_0_3']",#3D85C6,"['1115', '1111']"
1514,Amadora (Hospital) via Alfornelos| Circular,['1514_0'],"['1514_0_2', '1514_0_1']",#C61D23,"['1115', '1111']"
1515,Amadora Este (Metro) - Casal Cambra via Queluz-Belas (Estação),"['1515_1', '1515_0']","['1515_1_2', '1515_1_1', '1515_0_2', '1515_0_1']",#C61D23,"['1115', '1111']"
1516,Casal Cambra (Igreja) - Monte Abraão (Estação),['1516_0'],"['1516_0_2', '1516_0_1']",#C61D23,"['1111', '1115']"
1517,Casal de Cambra (C Rebentão) - Reboleira (Metro),['1517_0'],"['1517_0_2', '1517_0_1']",#C61D23,"['1115', '1111']"
1518,Monte Abraão - Reboleira (Metro),"['1518_1', '1518_0']","['1518_1_1', '1518_0_2', '1518_0_1']",#C61D23,"['1111', '1115']"
1519,Queluz (Palácio) - Serra Silveira,['1519_0'],"['1519_0_2', '1519_0_1']",#C61D23,"['1111', '1115']"
1520,Algés (Estação) - Agualva-Cacém (Estação),['1520_0'],"['1520_0_2', '1520_0_1']",#C61D23,"['1110', '1111']"
1521,Algés (Estação) - Agualva-Cacém (Estação) via A5,['1521_0'],"['1521_0_2', '1521_0_1']",#C61D23,"['1110', '1111']"
1522,Algés (Estação) - Monte Abraão (Estação),['1522_0'],"['1522_0_2', '1522_0_1']",#C61D23,"['1110', '1111']"
1523,Agualva-Cacém (Estação) - Oeiras (Estação),['1523_0'],"['1523_0_2', '1523_0_1']",#C61D23,"['1111', '1110']"
1524,Tercena (Estação) | Circular via Casal do Cotão – Taguspark,['1524_0'],"['1524_0_2', '1524_0_1']",#3D85C6,"['1111', '1110']"
1525,Caxias (Est. Prisional) - Monte Abraão (Estação),"['1525_4', '1525_2', '1525_1', '1525_0']","['1525_4_2', '1525_4_1', '1525_2_1', '1525_1_2', '1525_1_1', '1525_0_2', '1525_0_1']",#C61D23,"['1110', '1111']"
1527,Cruz Quebrada (Estação) - Queluz (Estação),"['1527_1', '1527_0']","['1527_1_2', '1527_1_1', '1527_0_2', '1527_0_1']",#C61D23,"['1110', '1111']"
1528,Linda-a-Velha (Esc Secundária) - Queluz - Belas (Estação),['1528_0'],"['1528_0_2', '1528_0_1']",#C61D23,"['1110', '1111']"
1529,Oeiras (Estação Norte) - Oeiras Golf Residence via Taguspark (Novo Banco),"['1529_1', '1529_0']","['1529_1_2', '1529_1_1', '1529_0_2', '1529_0_1']",#C61D23,"['1110', '1111']"
1530,Oeiras (Estação Norte) - Queluz (4 Caminhos),['1530_0'],"['1530_0_2', '1530_0_1']",#C61D23,"['1110', '1111']"
1531,Paço De Arcos (Estação Norte) - São Marcos (Rotunda),['1531_0'],"['1531_0_2', '1531_0_1']",#C61D23,"['1110', '1111']"
1601,Amadora Este (Metro) – Carcavelos (Praia),"['1601_5', '1601_4', '1601_1', '1601_0']","['1601_5_2', '1601_5_1', '1601_4_2', '1601_1_2', '1601_1_1', '1601_0_2', '1601_0_1']",#C61D23,"['1115', '1111', '1110', '1105']"
1603,Amadora (Estação Norte) - Caneças (Largo Vieira Caldas),['1603_0'],"['1603_0_2', '1603_0_1']",#C61D23,"['1115', '1111', '1116']"
1604,Carcavelos (Estação) - Parede (Terminal),"['1604_3', '1604_2', '1604_1', '1604_0']","['1604_3_2', '1604_2_2', '1604_1_3', '1604_0_2', '1604_0_1']",#C61D23,"['1105', '1110']"
1605,Carnaxide (Av. João Paulo II) - Carcavelos (Nova SBE) via A5,['1605_0'],"['1605_0_2', '1605_0_1']",#C61D23,"['1110', '1105']"
1606,Carnaxide (Av. João Paulo II) - Carcavelos (Nova SBE) via Terrugem,['1606_0'],"['1606_0_2', '1606_0_1']",#C61D23,"['1110', '1105']"
1608,Oeiras (Estação Norte) - Taguspark (Rotunda Sef),"['1608_1', '1608_0']","['1608_1_2', '1608_1_1', '1608_0_2', '1608_0_1']",#C61D23,"['1110', '1105']"
1609,Oeiras (Estação Norte) - Talaíde (Igreja),['1609_0'],"['1609_0_2', '1609_0_1']",#C61D23,"['1110', '1105']"
1610,Paço De Arcos (Estação Norte) - Talaíde (Campo Futebol),"['1610_1', '1610_0']","['1610_1_2', '1610_1_1', '1610_0_2', '1610_0_1']",#C61D23,"['1110', '1105']"
1611,Paço de Arcos (Estação Norte) - Talaíde (Campo Futebol) via Vila Fria,['1611_0'],"['1611_0_2', '1611_0_1']",#C61D23,"['1110', '1105']"
1612,Agualva-Cacém (Estação) - Carcavelos (Estação) via Taguspark (Novo Banco),"['1612_1', '1612_0']","['1612_1_2', '1612_1_1', '1612_0_2', '1612_0_1']",#C61D23,"['1111', '1110', '1105']"
1613,Agualva-Cacém (Estação) - Oeiras (Estação Sul) via Trajouce,"['1613_1', '1613_0']","['1613_1_2', '1613_1_1', '1613_0_2', '1613_0_1']",#C61D23,"['1111', '1105', '1110']"
1614,Carcavelos (Estação) - Portela Sintra (Estação Sul),"['1614_2', '1614_1', '1614_0']","['1614_2_2', '1614_2_1', '1614_1_2', '1614_1_1', '1614_0_2', '1614_0_1']",#C61D23,"['1105', '1110', '1111']"
1615,Carcavelos (Estação) - Rio De Mouro (Estação Sul),"['1615_2', '1615_1', '1615_0']","['1615_2_2', '1615_2_1', '1615_1_2', '1615_1_1', '1615_0_2', '1615_0_1']",#C61D23,"['1105', '1110', '1111']"
1616,Paço de Arcos (Estação Norte) – Taguspark (Rotunda SEF) via Bº Navegadores,"['1616_3', '1616_2', '1616_1', '1616_0']","['1616_3_1', '1616_2_2', '1616_2_1', '1616_1_2', '1616_1_1', '1616_0_2', '1616_0_1']",#C61D23,"['1110', '1105', '1111']"
1617,Paço De Arcos (Estação Norte) - Talaíde (Igreja),"['1617_1', '1617_0']","['1617_1_2', '1617_0_2', '1617_0_1']",#C61D23,"['1110', '1111', '1105']"
1622,Agualva-Cacém (Estação) - Carcavelos (Estação) via Trajouce,['1622_0'],"['1622_0_2', '1622_0_1']",#C61D23,"['1111', '1105']"
1623,Cascais (Terminal) - Portela Sintra (Estação Sul),"['1623_1', '1623_0']","['1623_1_2', '1623_1_1', '1623_0_2', '1623_0_1']",#C61D23,"['1105', '1111']"
1624,Cascais (Terminal) - Portela de Sintra (Estação Norte) via Azóia e Almoçageme,"['1624_1', '1624_0']","['1624_1_2', '1624_1_1', '1624_0_2', '1624_0_1']",#C61D23,"['1105', '1111']"
1625,Cascais (Terminal) - Rio De Mouro (Estação Sul),"['1625_1', '1625_0']","['1625_1_2', '1625_1_1', '1625_0_2', '1625_0_1']",#C61D23,"['1105', '1111']"
1626,CascaiShopping (Terminal) - Portela Sintra (Estação Sul),['1626_0'],"['1626_0_2', '1626_0_1']",#C61D23,"['1105', '1111']"
1627,CascaiShopping (Terminal) - Rio De Mouro (Estação Sul),['1627_0'],"['1627_0_2', '1627_0_1']",#C61D23,"['1105', '1111']"
1628,Estoril (Estação) - Rio De Mouro (Estação Sul) via Amoreira,['1628_0'],"['1628_0_2', '1628_0_1']",#C61D23,"['1105', '1111']"
1629,Estoril (Estação) - Portela Sintra (Estação Sul),['1629_0'],"['1629_0_2', '1629_0_1']",#C61D23,"['1105', '1111']"
1630,Estoril (Estação) - Portela Sintra (Estação Sul) via Monte Estoril,"['1630_4', '1630_3', '1630_2', '1630_1', '1630_0']","['1630_4_2', '1630_3_1', '1630_2_2', '1630_2_1', '1630_1_2', '1630_0_2', '1630_0_1']",#C61D23,"['1105', '1111']"
1631,Estoril (Estação) - Rio De Mouro (Estação Sul),['1631_0'],"['1631_0_2', '1631_0_1']",#C61D23,"['1105', '1111']"
1632,Carvalhal (Largo) - Portela Sintra (Estação Norte),"['1632_3', '1632_2', '1632_1', '1632_0']","['1632_3_2', '1632_3_1', '1632_2_2', '1632_1_1', '1632_0_2', '1632_0_1']",#C61D23,"['1109', '1111']"
1633,Ericeira (Terminal) - Portela de Sintra (Estação Norte),"['1633_1', '1633_0']","['1633_1_2', '1633_1_1', '1633_0_2', '1633_0_1']",#C61D23,"['1109', '1111']"
1634,Fonte Da Aranha - Montelavar (Largo),['1634_0'],"['1634_0_2', '1634_0_1']",#C61D23,"['1111', '1109']"
1635,Almargem Bispo (Largo) - Caneças (Largo Vieira Caldas),"['1635_1', '1635_0']","['1635_1_2', '1635_1_1', '1635_0_2', '1635_0_1']",#C61D23,"['1111', '1116']"
1636,Caneças (B Maria Teresa) - D Maria (Igreja),"['1636_1', '1636_0']","['1636_1_2', '1636_1_1', '1636_0_2', '1636_0_1']",#C61D23,"['1116', '1111']"
1637,Casal Cambra - Vale Lobos (Largo),['1637_0'],"['1637_0_2', '1637_0_1']",#C61D23,"['1111', '1116']"
1638,Oeiras (Estação Norte) - Parede (Terminal),"['1638_3', '1638_2', '1638_1', '1638_0']","['1638_3_2', '1638_3_1', '1638_2_2', '1638_2_1', '1638_1_2', '1638_1_1', '1638_0_2', '1638_0_1']",#C61D23,"['1110', '1105']"
1701,Algés (Estação) - Colégio Militar (Metro),['1701_0'],"['1701_0_2', '1701_0_1']",#C61D23,"['1110', '1115', '1106']"
1703,Amadora (Estação Norte) - Pontinha (Metro),['1703_0'],"['1703_0_2', '1703_0_1']",#C61D23,"['1115', '1106']"
1704,Amadora (Hospital) - Marquês Pombal (Metro),"['1704_1', '1704_0']","['1704_1_2', '1704_1_1', '1704_0_2', '1704_0_1']",#C61D23,"['1115', '1106']"
1706,Colégio Militar (Metro) - UBBO via Brandoa,"['1706_2', '1706_1', '1706_0']","['1706_2_2', '1706_2_1', '1706_1_2', '1706_1_1', '1706_0_2', '1706_0_1']",#C61D23,"['1106', '1115']"
1707,Colégio Militar (Metro) – Casal Mira (UBBO) via Amadora Este (Metro),"['1707_1', '1707_0']","['1707_1_2', '1707_0_2', '1707_0_1']",#C61D23,"['1106', '1115']"
1708,Casal Mira (Centro Comercial) | Circular,"['1708_2', '1708_1', '1708_0']","['1708_2_1', '1708_1_3', '1708_0_3']",#C61D23,"['1115', '1106']"
1709,Caneças (Largo Jardim) - Colégio Militar (Metro),['1709_0'],"['1709_0_2', '1709_0_1']",#C61D23,"['1116', '1111', '1115', '1106']"
1710,Caneças (Largo Jardim) - Pontinha (Metro),"['1710_3', '1710_2', '1710_1', '1710_0']","['1710_3_2', '1710_3_1', '1710_2_1', '1710_1_1', '1710_0_2', '1710_0_1']",#C61D23,"['1116', '1111', '1115', '1106']"
1711,Caneças (Esc. Secundária) - Pontinha (Metro),['1711_0'],"['1711_0_2', '1711_0_1']",#C61D23,"['1116', '1111', '1115', '1106']"
1712,Algés (Estação) - Amadora (Estação Sul),['1712_0'],"['1712_0_2', '1712_0_1']",#C61D23,"['1110', '1106', '1115']"
1713,Algés (Estação) - Amadora Este (Metro),"['1713_1', '1713_0']","['1713_1_2', '1713_1_1', '1713_0_2', '1713_0_1']",#C61D23,"['1110', '1115']"
1714,Amadora (Estação Sul) - Belém (Estação),['1714_0'],"['1714_0_2', '1714_0_1']",#C61D23,"['1115', '1110', '1106']"
1715,Belém (Estação) - Mira Sintra (Mercado),['1715_0'],"['1715_0_2', '1715_0_1']",#C61D23,"['1106', '1110', '1115', '1111']"
1716,Idanha (Urb Campinas) - Marquês Pombal (Metro),"['1716_1', '1716_0']","['1716_1_1', '1716_0_2', '1716_0_1']",#C61D23,"['1111', '1115', '1110', '1106']"
1717,Colégio Militar (Metro) - Tercena via Amadora Este (Metro),"['1717_2', '1717_0']","['1717_2_2', '1717_0_2', '1717_0_1']",#C61D23,"['1106', '1115', '1111', '1110']"
1718,Grajal - Belém (Estação),['1718_0'],"['1718_0_2', '1718_0_1']",#C61D23,"['1111', '1115', '1106']"
1719,Casal de Cambra - Colégio Militar (Metro),['1719_0'],"['1719_0_2', '1719_0_1']",#C61D23,"['1111', '1115', '1106']"
1720,Casal de Cambra - Colégio Militar (Metro) via Queluz-Belas (Estação),"['1720_1', '1720_0']","['1720_1_2', '1720_1_1', '1720_0_2', '1720_0_1']",#C61D23,"['1111', '1115', '1106']"
1721,Colégio Militar (Metro) - Massamá (Casal do Olival) via Amadora Este (Metro),"['1721_2', '1721_1', '1721_0']","['1721_2_2', '1721_2_1', '1721_1_2', '1721_0_2', '1721_0_1']",#C61D23,"['1106', '1115', '1111']"
1722,Alfragide (Centro Comercial) - Hospital São Francisco Xavier,['1722_0'],"['1722_0_2', '1722_0_1']",#C61D23,"['1110', '1106']"
1723,Carnaxide (Av Portugal) - Marquês Pombal (Metro),['1723_0'],"['1723_0_2', '1723_0_1']",#C61D23,"['1110', '1106']"
1724,Linda-a-Velha – Marquês Pombal (Metro) via Alto Sta Catarina,"['1724_3', '1724_2', '1724_1', '1724_0']","['1724_3_2', '1724_3_1', '1724_2_3', '1724_1_2', '1724_1_1', '1724_0_2', '1724_0_1']",#C61D23,"['1110', '1106']"
1725,Marquês Pombal (Metro) - Oeiras (Estação Norte),['1725_0'],"['1725_0_2', '1725_0_1']",#C61D23,"['1106', '1110']"
1726,Marquês Pombal (Metro) - Queijas (PSP),"['1726_2', '1726_1', '1726_0']","['1726_2_1', '1726_1_2', '1726_1_1', '1726_0_2', '1726_0_1']",#C61D23,"['1106', '1110', '1115']"
1728,Marquês Pombal (Metro) - Queijas (PSP) via Alto Sta Catarina,"['1728_1', '1728_0']","['1728_1_2', '1728_1_1', '1728_0_2', '1728_0_1']",#C61D23,"['1106', '1110', '1115']"
1729,Marquês Pombal (Metro) - Queluz Baixo (Centro Comercial),"['1729_1', '1729_0']","['1729_1_2', '1729_1_1', '1729_0_2', '1729_0_1']",#C61D23,"['1106', '1110']"
1730,Marquês Pombal (Metro) - Queluz Baixo (Centro Comercial) via Linda-a-Velha,"['1730_3', '1730_2', '1730_1', '1730_0']","['1730_3_2', '1730_2_2', '1730_1_1', '1730_0_2', '1730_0_1']",#C61D23,"['1106', '1110', '1115']"
1731,Agualva-Cacém (Estação) - Hospital São Francisco Xavier,['1731_0'],"['1731_0_2', '1731_0_1']",#C61D23,"['1111', '1110', '1106']"
1733,Marquês Pombal (Metro) - São Marcos via Queijas (Rotunda) e Taguspark,"['1733_2', '1733_1', '1733_0']","['1733_2_2', '1733_1_2', '1733_1_1', '1733_0_2', '1733_0_1']",#C61D23,"['1106', '1110', '1111']"
1998,Cascais - Oeiras,"['1998_1', '1998_0']","['1998_1_2', '1998_1_1', '1998_0_2', '1998_0_1']",#2A9057,"['1110', '1105']"
2002,A-dos-Cãos - Loures (Centro Saúde),['2002_0'],"['2002_0_2', '2002_0_1']",#C61D23,['1107']
2003,Guerreiros - Guerreiros,"['2003_1', '2003_0']","['2003_1_3', '2003_0_3']",#C61D23,['1107']
2004,Bairro de Santa Maria - Loures (Centro Saúde),['2004_0'],"['2004_0_2', '2004_0_1']",#3D85C6,['1107']
2006,Bemposta - Bucelas | Circular via Vila Nova,['2006_0'],['2006_0_3'],#3D85C6,['1107']
2008,Bucelas - Mato da Cruz | Circular,['2008_0'],['2008_0_3'],#3D85C6,['1107']
